"","combid","Def_12_x","Def_13_x","Def_14_x","Def_15_x","Def_16_x","Def_17_x","Def_18_x","Def_19_x","Def_20_x","Def_21_x","Def_22_x","Def_12_y","Def_13_y","Def_14_y","Def_15_y","Def_16_y","Def_17_y","Def_18_y","Def_19_y","Def_20_y","Def_21_y","Def_22_y"
"281","2017100105_1109",1.54,35.96,35.34,29.49,35.41,37.8,31.04,30.36,37.28,38.23,9.52,16.74,10.08,22.08,28.75,16.01,39.11,25.76,21.98,33.32,27.17,23.44
"282","2017100104_921",28.88,32.64,31.65,18.41,36.42,9.22,38.57,38,17.91,32.68,38.37,26.04,32.86,28.17,24.63,15.2,30.9,22.42,21.38,23.7,19.4,13.41
"283","2017100104_483",21.31,40.64,22.98,20.69,35.44,39.26,13.08,33.32,5.19,38.85,35.89,14.17,20.38,22.33,18.09,27.74,22.67,15.24,10.81,11.56,20.97,34.1
"284","2017100104_46",34.03,41.27,21.03,20.7,36.2,40.03,13.31,36.35,2.24,36.49,35.09,29.71,29.24,32.79,31.71,35.63,31.64,33.78,17.15,31.38,23.97,42.8
"285","2017100104_3745",85.29,87.71,83.66,90.76,88.82,102.11,84.98,83.11,90.15,89.11,86.59,7.44,9.68,6.43,3.87,16.08,3.4,11.01,12.34,7.14,18.68,23.3
"286","2017100104_3337",22.84,36.14,22.91,21.25,35.03,38.13,15.97,36.26,5.51,39.72,35.06,16.68,24.88,23.85,20.93,28.53,22.1,21.73,19.65,19.25,19.44,33.96
"287","2017100104_2877",87.25,81.07,90.85,99.08,82.46,71.89,109.12,86.36,117.4,83.55,81.3,37.3,30.56,30.97,37.64,26.15,29.04,38.25,44.8,45.87,37.88,19.85
"288","2017100104_2611",99.05,79.87,90.08,99.66,82.59,81.59,110.18,87.36,119.47,82.69,82.82,36.25,31.31,27.88,34.89,28.62,34.26,35.58,44.72,38.67,37.94,18.68
"289","2017100104_261",86.73,82.61,83.69,100.22,114.04,79.84,80.65,99.7,85.05,99.76,82.3,18.82,13.32,15.67,12.39,18.89,19.87,20.06,18.21,22.05,16.22,25.4
"290","2017100104_2162",37.74,34.06,38.33,20.3,28.12,5.14,38.47,39.81,20.9,34.11,36.19,42.27,38.99,45.44,39.84,33.33,40.68,36.99,35.42,37.95,31.74,26.44
"291","2017100104_1875",32.86,33.19,37.22,20.5,29.94,0.45,39.85,39.79,21.71,33.11,34.61,41.31,37.86,44.08,38.72,32.24,31.7,35.37,33.13,38.38,30.07,26.19
"292","2017100104_1599",88.14,81.94,98.23,99.96,84.55,83.82,110.18,86.23,117.53,84.54,83.58,31.85,30.03,28.47,31.2,24.33,27.9,34.41,42.32,34.87,35.82,19.89
"293","2017100104_1290",30.32,33.75,33.5,18.61,38.56,5.46,39.18,39.06,18.11,35.22,38.63,23.3,30.48,27.14,22.52,13.83,25.34,22.49,21.4,21.63,17.7,12.51
"294","2017100104_1102",87.06,83.08,89.3,100.48,84.11,72.85,109.48,86.01,117.23,83.91,83.27,35.09,30.16,27.95,33.43,23.49,25.73,35.6,42.94,36.91,36.83,19.38
"295","2017100103_3893",81.88,78.15,99.39,78.2,76.97,78.75,78.07,78.39,77.99,83.81,78.76,21.6,29.85,37.44,46.48,23.07,37.36,19.09,32.44,42.82,42.34,26.17
"296","2017100103_36",95.74,79.01,82.56,96.15,79.62,83.22,84.37,105.55,79.16,79.49,89.08,29.87,20.58,39.07,28.68,16.38,28.42,34.12,30.53,14.47,18.34,21.38
"297","2017100103_2611",98.12,80.72,81.52,79.97,98.38,79.08,80.42,109.15,80.46,103.37,81.94,19.35,21.9,33.31,29.74,24.87,28.79,23.76,19.93,11.43,19.72,20.09
"298","2017100103_2209",99.66,82.76,83.02,83.72,97.46,79.46,82.09,110.87,78.42,104.33,78.91,8.91,17.64,29.46,23.37,16.78,15.75,21.02,8.28,10.89,12.3,15.06
"299","2017100103_1730",22.47,36.9,39.4,40.66,22.32,41.11,38.62,11.09,44.02,17.63,37.97,23.16,22.46,13.42,15.98,17.04,16.81,20.35,20.06,28.04,20.14,25.9
"300","2017100103_1491",22.34,39.63,40.51,20.82,41.29,39.5,6.87,41.38,14.79,39.02,38.18,21.42,22.06,15.83,12.79,16.89,19.5,13.18,31.2,16.15,26.83,10.88
"301","2017100102_648",77.05,80.25,79.92,85.44,80.44,78.06,109.15,98.76,76.77,81.72,99.2,29.23,32.88,38.41,34.92,24.86,22.13,18.88,24.33,27.3,18.81,24.92
"302","2017100102_4007",78.15,80.74,80.37,84.98,81.35,78.97,99.33,115.3,77.41,81.69,100.1,26.22,33.26,36.5,34.43,22.55,20.95,24.15,15.83,24.51,17.49,24.72
"303","2017100102_37",77.55,81.09,79.93,84.38,79.66,80.32,117.96,99.51,77.2,81.24,99.21,31.27,37.41,40.97,38.93,28.17,25.71,28.2,28.94,29.73,23.2,33.29
"304","2017100102_2782",79.61,86.56,79.83,80.66,94.41,73.96,99.23,112.62,73.26,98.94,108.59,17.55,31.14,27.73,15.3,28.58,23.74,20.17,20.05,21.69,21.01,22.83
"305","2017100102_2435",78.45,85.17,78.95,78.27,93.36,76.88,96.31,110.24,74.94,96.33,105.17,31.46,38.49,47.01,27.9,43.7,42.72,35.92,45.48,34.92,38.57,36.29
"306","2017100102_2227",75.11,84.52,82.28,78.51,84.62,79.3,95.37,108.99,75.33,95.11,105.92,31.01,27.75,41.7,27.31,31.8,37.37,39.08,39.97,32.39,37.11,33.64
"307","2017100102_2021",41.42,40.76,42.28,18.99,38.91,41.74,41.85,26.04,43.27,40.21,27.83,34.15,28.03,20.2,45.69,29.41,36.18,39.33,37.77,31.55,43.89,36.69
"308","2017100102_1596",42.63,40.86,42.05,13.25,38.42,19.73,40.61,22.67,43.92,37.86,23.52,37.74,29.23,22.17,48.48,30.68,43.03,41.56,40.72,40.92,46.47,39.58
"309","2017100102_1299",43.72,43.15,45.83,39.08,39.68,43.27,5.2,20.53,44,42.61,20.43,33.67,30,23.59,30.65,40.96,41.28,41.55,38.3,36.92,44.16,37.58
"310","2017100101_37",113.33,99.29,81.76,79.86,99.34,82.44,82.35,108.08,79.83,84.89,83.3,27.51,28.3,36.2,31.34,27.57,23.18,38.86,26.05,29.38,32.76,16.22
"311","2017100101_3481",7.57,21.2,36.75,38.89,21.3,34.93,38.45,14.02,37.87,36.27,33.81,33.67,29.99,24.82,25.54,28.82,35.7,16.73,33.42,31.24,27.3,38.45
"312","2017100101_3331",81.29,109.97,83.78,94.95,80.49,70.37,96.51,83.42,97.23,80.53,80.55,28.65,17.19,17.04,21.7,15.67,21.68,17.61,23.8,16.69,20.95,16.55
"313","2017100101_2292",92.87,92.08,91.41,85.19,91.28,81.86,91.06,98.6,83.47,88.27,78.08,45.44,38.01,45.86,43.77,45.45,35.49,46.84,29.74,36.69,31.95,27.31
"314","2017100101_1142",78.06,109.57,82.74,97.87,80.89,82.32,96.74,81.16,97.66,80.43,82.49,29.71,9.83,11.59,19.8,10.47,17.13,16.5,23.45,14.01,20.93,13.24
"315","2017100100_3803",35.06,31.67,36,22.94,32.87,35.36,14.09,5.69,22.45,38.22,36.7,10.28,29.12,29.86,20.55,16.9,19.14,21.41,15.55,22.44,24.34,35.35
"316","2017100100_37",80.19,87.08,82.44,98.48,81.47,85.2,110.52,115.69,98.2,81.86,83.72,35.37,25.72,28.93,34.71,37.61,36.4,34.6,36.39,33.7,23.53,22.95
"317","2017100100_3207",37.67,29.38,34.97,20.89,42.23,35.53,37.51,7.12,2.74,21.12,37.81,28.18,29.95,19.43,17.53,30.23,20.88,23.93,21.71,20.16,18.79,13.05
"318","2017100100_2511",85.85,87.42,82.48,99.5,86.18,84.02,80.64,115.13,119.08,99.28,84.89,40.9,25.08,27.91,32.81,36.08,33.39,24.2,30.59,31.57,31.13,21.61
"319","2017100100_2179",40.54,39.07,20.69,33.84,38.99,37.61,38.95,20.55,9.93,36.33,11.17,18.99,18.06,25.62,28.1,19.83,24.06,17,29.43,27.42,33.86,29
"320","2017092800_420",37.48,22.41,9.52,14.8,37,35.32,37.61,35.42,38.1,22.15,40.02,38.77,26.63,24.96,26.16,17.05,21.86,31.65,15.06,30.12,25.36,36.66
"321","2017092800_36",85.11,116.57,80.38,82.82,81.25,101.26,80.19,97.75,80.7,82.02,103.59,27.24,35.35,25.07,42.06,23.51,31.73,33.95,28.15,16.48,27.15,34.96
"322","2017092800_3529",80.79,68.95,74.67,112.03,77.92,74.43,72.7,76.11,73,72.06,73.66,39.64,40.17,30.89,24.52,14.46,14.84,36.02,29.08,11.94,18.23,21.45
"323","2017092800_297",37.53,21.6,5.78,11.66,37.36,37.59,38.01,39.29,38.45,20.74,37.82,33.5,22.5,20.03,22.75,16.14,20.35,30,15.24,28.16,22.95,25.99
"324","2017092800_2837",78.2,96.79,117.41,81.67,80.1,79.88,85.53,76.41,106.19,97.24,81.92,10.63,25.2,11.31,30.85,29.27,20.25,32.08,26.11,12.18,21.91,12.98
"325","2017092800_2160",75.97,96.08,107.73,75.54,74.84,75.87,77.29,73.02,101.06,96.83,81.28,10.06,18.26,16.01,30.7,24.78,16.66,33.59,22.35,15.23,20.17,18.35
"326","2017092800_2126",78.71,97.95,114.21,106.4,79.33,80.66,80.52,80.24,80.27,98.66,87.84,10.45,18.77,14.86,16.97,34.01,27.25,15.97,35.45,21.72,22.73,20.23
"327","2017092800_2073",33.92,6.94,34.64,39.24,21.49,39.5,30.78,42.28,39.72,34.63,36.08,13.07,15.82,11.07,23.83,14.15,7.67,25.95,34.63,29.43,37.01,16.62
"328","2017092800_1621",78.47,95.54,115.96,107.67,81.07,81.77,81.24,82.14,80.36,99.81,80.17,11.2,23.77,16.84,16.21,31.96,27.67,18.79,38.65,24.07,23.62,12.22
"329","2017092500_3738",40.03,15.79,4.95,28.57,52.21,37.86,23.55,40.25,35.12,47.05,28.92,28.76,40.99,40.1,31.16,41.12,17.51,22.28,38.39,42.51,27.07,34.98
"330","2017092500_37",81.49,105.96,112.65,91.05,80.56,91.85,87.33,88.74,82.91,85.63,79.43,35.5,23.72,26.72,32.08,25.27,29.68,41.31,31.49,21.25,18.3,26.3
"331","2017092500_3599",83.38,81.43,96.37,97.03,83.36,81.67,107.17,86.64,115.82,84.58,85.6,23,23.1,19.43,22.5,19.22,20.73,24.67,32.98,25.33,31.62,16.4
"332","2017092500_3099",39.25,18.45,4.54,29.44,52.09,35.26,20.53,39.9,38.06,47.81,30.44,16.69,26.21,19.87,16.61,30.83,10.06,14.57,24.01,31.8,16.34,19.88
"333","2017092500_301",20.13,35.12,25.4,19.66,36.25,30.14,10.42,35.37,3.56,35.25,41.1,24.85,27.61,27.88,25.59,32.44,27.66,20.7,16.02,21.43,19.39,29.52
"334","2017092500_2672",30.97,33.26,25.87,25.24,37.59,35.64,19.08,37.77,14.68,34.32,32.44,29.88,33.9,36.69,35.69,40.26,29.59,42.27,23.34,41.27,27.04,44.3
"335","2017092500_2270",80.33,100.84,107.3,90.46,74.02,86.66,87.71,80.92,83.58,77.08,90.45,33.52,18.27,19.72,29.15,21.31,37.26,30.86,19.5,14.49,24.13,26.86
"336","2017092500_1841",34.87,36.51,26.76,21.32,35.79,42.03,10.03,33.02,1.81,34.86,32.96,26.59,31.74,36.05,34.81,38.91,32.5,40.58,22.59,39.41,23.88,41.39
"337","2017092500_1739",40.21,14.96,1.69,29.01,43.94,29.67,33.58,32.96,38.43,34.47,45.83,22.71,39.32,36.07,26.68,29.08,27.55,19.57,27.19,36.35,42.4,28.3
"338","2017092413_2749",99.95,106.63,115.53,86.52,99.39,81.36,89.26,106.89,85.2,82.37,82.01,23.37,18.48,20.48,14.33,21.84,25.74,28.47,25.66,22.31,35.77,31.94
"339","2017092412_797",96.69,81.81,95.23,79.52,79.59,80.94,101.98,80.38,111.59,82.76,79.26,10.97,12.94,24.2,9.7,18.61,32.52,15.57,21.17,8.08,15.06,25.58
"340","2017092412_543",25.1,29.34,39.04,21.5,37.49,40.87,9.2,42.19,20.9,36.69,42.35,26.17,23.91,13.77,16.56,27.06,32.59,13.56,23.55,19.23,19.84,20.04
"341","2017092412_3800",98.04,99.36,96.16,111.08,92.81,118.72,89.12,99.77,114.77,103.62,87.94,43.74,44.25,47.91,48.53,28.55,51.81,37.94,30.41,49.73,44.97,38.45
"342","2017092412_36",29.22,29.41,39.94,24.53,38.04,39.76,7.01,39.78,10.83,38.96,38.48,31.97,30.9,13.04,23.72,31.72,35.11,13.96,25.36,18.3,21.78,15.77
"343","2017092412_240",25.62,29.03,37.66,19.7,38.07,40.7,8.23,41.42,26.13,36.2,41.63,25.52,23.21,13.78,14.74,26.54,32.6,10.34,24.8,20.81,17.69,20.16
"344","2017092412_1853",97.76,82.24,95.75,80.02,80.53,80.55,101.77,79.9,109.49,81.44,81.1,10.8,12.09,20.12,9.21,17.42,29.21,11.87,20.29,7.2,12.86,26.08
"345","2017092411_3836",31.25,15.85,37.85,16.44,39.51,38.84,37.78,3.9,43.07,14.41,37.06,39.2,35.32,19.03,37.32,44.2,34.59,28.43,36.97,39.78,28.21,23.9
"346","2017092411_35",88.99,84.17,97.25,82.66,84.04,109.12,85.37,105.11,85.06,97.56,82.42,18.29,28.9,12.3,12.14,16.7,9.26,16.88,9.78,21.9,13.43,25.95
"347","2017092411_1977",32.86,2.68,38.56,37.51,18.24,38.75,26.73,41.25,25.58,39.19,36.7,22.46,15.87,25.21,37.41,13.87,11.46,21.12,29.86,18.93,18.28,7.8
"348","2017092411_1211",88.88,116.96,81.02,84.5,100.83,82.7,94.4,81.36,94.35,82.55,84.86,28.25,34.84,26.86,14.63,36.38,33.95,24.37,18.41,25.76,31.98,39.68
"349","2017092410_4389",64.03,56.96,67.92,62.86,31.25,66.77,67.88,65.24,62.05,67.32,64.29,25.1,16.76,46.04,49.76,34.84,53.28,47.16,17.37,33.76,45.85,41.67
"350","2017092410_3495",42.76,42.3,43.27,44.29,46.14,42.16,44.71,48.13,47.44,32.11,39.19,37.84,47.18,23.17,40.25,22.79,30.93,35.39,36.41,28.91,38.01,40.87
"351","2017092410_3246",39.81,33.77,32.41,36.94,17.7,-1.54,34.08,38.24,47.18,16.74,34.64,11.07,21.32,26.91,17.08,17.32,16.58,13.11,19.22,21.16,18.48,27.57
"352","2017092410_2413",39,39.13,34.3,38.51,21.73,7.09,38.12,38.22,50.16,22.35,36.05,10.73,19.57,25.3,15.96,13.99,1.43,12.67,17.47,25.23,15.19,25.5
"353","2017092410_2184",28.48,39.08,20.83,36.93,34.97,27.61,34.93,34.91,35.88,8.65,21.56,19.58,33.79,13.48,24.05,10,16.03,16.17,18.67,13.31,13.99,25.84
"354","2017092409_4357",2.52,10.52,21.06,31.84,31.92,20.84,32.43,36.19,38.84,34.92,35.92,43.34,34.45,38.48,45.5,43.36,32.86,33.68,29.71,19.69,40.44,27.09
"355","2017092409_36",21.8,37.97,40.09,21.63,40.72,38.9,16.53,35.47,39.66,40.65,10.76,29.22,30.15,32.77,23.37,37.09,24.55,26.45,28.49,19.69,16.29,25.06
"356","2017092409_3415",93.99,85.76,85.2,91.96,84.62,90.99,107.33,86.33,87.93,83.55,103,19.44,25.16,24.79,20.77,25.36,26.39,27.88,24.72,31.37,33.73,27.05
"357","2017092409_3229",86.82,73.55,69.3,86.79,70.09,67.68,104.22,69.06,69.31,67.72,99.2,23.9,28.04,22.93,31.62,19.11,32.24,25.06,30.8,32.84,36.65,26.3
"358","2017092409_2658",101.12,95.5,87.79,84.97,88.88,90.01,84.94,85.81,84.45,84.92,85.19,47.98,41.75,39.44,24.17,48.21,42.17,37.22,43.5,46.98,32.09,44.51
"359","2017092409_2093",118.9,111.07,98.18,84.19,82.71,98.97,84.77,84.47,81.4,85.08,83.78,39.21,37.18,31.65,19.28,38.23,31.99,29.86,32.68,43.85,24.61,39.93
"360","2017092409_1229",22.26,27.25,31.3,52.46,52.18,33.76,48.4,49.83,54.64,49.71,48.92,38.55,34.85,38.2,39.09,37.71,32.84,33.36,31.44,25.25,36.12,28.61
"361","2017092408_2061",87.92,83.06,84.51,98.46,79.15,84.79,116.7,112.35,97.78,79.4,84.4,9.11,30.66,20.87,17.34,20.57,26.25,17.64,21.09,18.3,21.26,32.28
"362","2017092408_1848",37.46,38.42,43.14,37.85,37.93,37.15,14.79,11.71,35.25,39.65,40.16,31.89,27.11,13.24,18.79,21.86,17.84,18.8,10.89,20.23,12.46,4.93
"363","2017092408_1438",33.73,36.7,52.24,20.9,37.5,38.07,6.3,2.66,20.85,35.43,34.68,33.97,30.98,14.14,23.2,28.01,23.65,24.1,22.5,24.39,20.61,13.25
"364","2017092407_901",14,21.36,38.67,39.97,35.05,34.44,39.77,20.53,33.01,34.13,36.06,31.1,33.74,32.17,38.65,27.86,30.92,36.94,33.04,32.66,36.29,23.74
"365","2017092407_567",0.31,15.94,39.46,41.06,35.74,34.35,38.81,16.11,32.31,31.89,36.22,40.82,39.8,33.52,40.38,29.19,30.52,39.02,37.43,35.21,40.68,24.32
"366","2017092407_4270",6.68,37.39,20.64,29.96,35.39,42.27,10.94,37.82,38.68,38.54,40.93,19.19,12.17,23.37,28.63,15.92,37.73,24.5,24.41,15.86,32.51,20.53
"367","2017092407_3932",116.83,103.15,81.36,80.79,83.77,85.7,81.04,103.11,86.21,84.77,85.35,15.23,15,21.31,12.7,25.3,21.42,14.41,17.22,19.94,16.77,30.2
"368","2017092407_37",99.67,82.38,91.64,91.8,83.5,82.55,103.03,82.71,84.52,82.12,80.5,22.96,31.35,18.6,19.74,26.13,12.12,19.92,17.84,18.4,15.83,22.74
"369","2017092407_350",105.6,82.12,97.28,97.65,85.18,83.68,110,81.87,83.26,82.7,79.86,23.49,29.57,17.65,18.53,25.66,12.5,19.64,17.97,17.81,15.36,19.3
"370","2017092407_3318",118.49,103.11,77.07,77.92,81.41,84.93,78.37,102.94,81.38,80.82,81.28,26.16,20.7,24.27,12.14,30.3,23.03,17.15,22.37,21,16.99,35.7
"371","2017092407_2399",109.13,83.83,98.98,98.56,84.65,85.42,113.08,83.68,85.42,84.17,81.2,18.51,28.94,15.92,16.64,26.41,10.32,12.48,17.3,17.32,15.09,23.78
"372","2017092407_2242",5.41,17.86,38.71,39.87,37.28,34.58,39.18,17.23,34.11,34.82,37.06,33.01,34.88,33.39,40.11,25.33,30.98,37.92,33.76,35.19,37.83,21
"373","2017092407_1859",17.65,33.08,21.19,33.87,35.8,10.79,36.75,35.36,35.63,21.95,39.4,23.76,11.7,22.62,16.14,33.27,19.86,20.71,19.53,26.19,20.97,21.23
"374","2017092407_1653",115.09,102.88,81.78,80.19,83.58,85.49,81.26,103.12,87.41,85.07,84.27,18.29,17.32,20.89,13.74,25.13,22.22,15.78,19.22,19.15,16.72,31.09
"375","2017092407_1563",117.44,104.04,81.69,80.76,83.63,82.55,80.88,104.28,88.74,86.65,84.15,26.79,21.22,22.94,13.88,27.03,23.9,16.01,22.41,21.72,17.94,32.95
"376","2017092407_1266",9.55,35.14,21.84,34.17,36.39,16.44,37.26,33.28,37.96,22.47,39.26,17.74,10.58,20.71,16.94,30.68,21.65,20.53,19.3,27.9,18.84,21.87
"377","2017092406_422",95.75,114.48,102.07,83.91,85.46,82.84,94.74,94.97,104.5,81.72,81.17,29.06,26.98,24.57,20.68,35.4,15.01,22.34,23.34,29.56,31.5,29.75
"378","2017092406_2210",24.65,40.12,14.28,39.65,22.68,36.21,39.57,19.5,24.53,37.73,37.81,42.75,39.22,47.65,42.46,31.16,36.45,30.9,43,44.49,44.92,25.77
"379","2017092406_1987",25.85,37.18,13.14,38.23,25.45,35.46,36.62,18.79,22.77,36.19,34.33,14.78,21.8,12.27,24.09,13.84,17.63,14.24,15.87,20.37,33.07,8.96
"380","2017092406_1165",97.57,86.26,109.52,88.71,99.68,89.38,84.84,102.76,97.71,89.99,86.05,8.48,16.46,7.17,11.32,17.13,16.25,21.99,10.27,7.55,8.39,24.3
"381","2017092405_896",83.06,100.18,80.46,88.27,100.89,83.68,82.42,81.16,118.31,81.33,83.04,28.07,29.24,38.53,37.34,35.98,26.25,31.48,33.82,36.64,18.78,23.42
"382","2017092405_4303",65.17,65.86,60.49,62.16,59.12,63.7,58.34,62.55,20.02,62.35,64.02,22.51,12.99,44.14,37.98,37.1,17.68,10.83,25.39,28.34,39.26,27.93
"383","2017092405_3849",62.91,62.72,67.8,63.97,62.09,62.05,55.75,60.85,25.94,66.06,62.96,21.74,9.99,52.49,44.47,47.04,16.44,11.31,30.35,33.62,50.21,42.57
"384","2017092405_35",86.21,99.71,83.63,86.09,99.44,87.32,84.62,82.2,117.53,81.08,84.8,25.22,28,38.03,36.17,34.14,25.44,30.97,32.96,33.95,18.31,23.86
"385","2017092405_3420",84.92,101.23,82.26,84.99,100.44,86.93,84.75,82.23,115.96,82.01,83.06,25.34,24.75,39.04,37.19,32.16,23.57,31.07,33.16,31,16.54,21.72
"386","2017092405_2234",82.09,109.95,97.01,97.4,83.37,83.5,115.58,88.16,84.04,87.59,NA,29.07,23.45,26.05,25.07,35.27,26.64,26.51,31.28,20.01,17.55,NA
"387","2017092405_1847",39.38,20.23,39.25,32.83,19.82,38.22,37.24,38.79,2.2,40.31,38.91,26.78,25.08,16.57,17.24,16.57,28.22,22.37,19.32,18.42,35.29,29.91
"388","2017092405_1252",36.57,20.35,36.75,31.96,20.96,34.95,36.65,36.78,0.98,38.61,37.7,27.9,26.71,13.96,16.69,22.32,28.45,22.81,20.36,19.31,33.79,29.59
"389","2017092405_1054",81.99,111.58,99.28,99.1,82.73,81.78,116.75,86.98,85.51,84.63,87.06,31.7,25.86,29.53,28.54,28.74,24.64,28.64,37.98,29.77,21.53,17.99
"390","2017092404_984",81.99,80.86,98.3,82.5,115.67,103.04,79.69,82.46,79.1,100.2,99.63,24.71,12.93,21.35,15.93,20.44,26.45,29.05,20.1,35.61,16.64,17.37
"391","2017092404_419",36.1,38.17,22.31,37.19,17.56,19.53,40.04,36.53,40.15,21.86,10.15,28.34,43.11,31.4,37.65,39.53,27.77,20.06,34.48,16.54,32.17,39.94
"392","2017092404_36",116.68,99.9,99.21,80.4,78.87,81.76,80.84,111.09,77.73,88.15,78.07,23.83,24.59,19.97,33.15,28.86,17.3,37.53,21.16,24.72,27.01,15.62
"393","2017092404_3208",113.76,99.23,84,79.69,99.13,82.07,80.87,109.95,82.02,80.98,83.27,27.92,31.38,33.61,33.18,30.59,22.25,39.38,26.73,25.95,30.44,18.46
"394","2017092404_3017",38.27,42.53,21.32,37.6,1.56,15.58,37.48,35.84,37.04,20.25,21.2,26.78,21.77,28.94,34.18,28.99,34.05,23.19,32.9,37.74,24.83,30.1
"395","2017092404_2878",3.48,20.52,37.75,40.89,21.19,40.47,41.85,8.85,41.79,31.12,39.64,36.12,30.88,22.12,25.05,34.03,38.12,17.63,36.48,29.24,27.86,38.84
"396","2017092404_2612",6.5,20.12,20.22,36.22,38.27,36.72,39.32,12.94,38.05,37.68,36.37,29.99,26.66,28.1,21.5,21.16,32.52,16.52,30.56,29.99,24.81,35.51
"397","2017092404_2304",76.13,78.27,99.41,79.36,116.43,100.45,79.63,81.81,79.51,105.03,98.53,22.66,11.45,31.13,19.97,22.45,32.09,29.46,18,37.69,21.39,27.87
"398","2017092404_1937",79.85,78,99.27,80.33,119.74,103.44,81.32,80.81,78.74,105.02,98.83,30.89,12.63,30.21,22.4,27.36,30.38,33.67,19.46,37.97,21.28,28.25
"399","2017092404_1725",4.68,20.38,20.78,35.66,39.64,36.96,39.08,9.53,38.47,34.36,35.24,25.88,24.34,27.38,20.14,20.53,32.43,16.58,28.89,30.27,24.62,33.88
"400","2017092404_1668",3.23,20.48,20.73,38.32,42.22,39.72,40.88,9.47,42.41,29.84,39.39,33.21,29.39,32.04,20.69,20.81,32.49,16.22,33.63,31.89,29.6,35.72
"401","2017092404_1421",82.51,80.59,99.14,79.83,116.4,104.46,81.94,82.81,81.69,101.4,100.15,26.79,12.58,22.8,18.85,24.34,28.51,32.01,17.05,35.86,17.78,19.05
"402","2017092404_1141",7.76,20.43,20.33,39.06,39.92,37.8,38.21,12.35,41.14,32.79,37.53,20.33,21.63,24.36,16.6,20.31,29.79,14.03,24.08,23.59,20.4,32.51
"403","2017092403_44",41.14,37.22,41.05,40.69,41.83,24.1,43.43,10.84,20.25,17.39,5.9,37.31,34.83,25.59,40.4,30.99,38.23,29.35,35.8,26.19,33.86,39.65
"404","2017092403_4209",40.86,25.62,17.11,20.09,38.54,39.66,41.69,40.82,40.58,25.36,39.28,44.93,36.07,40.81,40.65,33.2,25.14,32.03,38.51,17.24,33.77,32.22
"405","2017092403_392",41.64,36.76,37.59,40.4,38.92,27.66,40.43,7.49,19.91,20.44,11.54,24.87,28.47,14.64,30.6,25.05,26.44,16.87,16.55,15.01,17.52,20.31
"406","2017092403_3509",79.3,97.81,114.38,108.25,80.12,80.15,80.65,78.38,77.84,103.57,83.4,14.23,32.09,42.19,35.33,29.15,39.05,36.37,22.53,41.7,29.57,28.56
"407","2017092403_2164",37.47,20.59,10.81,16.2,37.2,38.85,40.64,37.89,40.01,20.73,38.95,41.11,31.33,31.52,31.72,31.46,20.48,29.2,36.47,13.72,29.34,28.15
"408","2017092403_1827",75.94,81.12,78.85,77.85,95.32,72.48,114.09,98.78,71.59,99.46,112.44,21.87,31.41,35.56,19.5,35.41,26.72,28.95,19.19,25.29,22.94,26.81
"409","2017092403_1535",40.35,20.44,6.2,13.15,38.12,39.11,39.49,38.3,45.8,19.56,36.89,35.65,23.76,16.24,20.55,28.4,17.49,21.83,29.29,20.51,22.03,23.37
"410","2017092402_729",34.58,31.07,34.84,18.87,31.21,11.35,33.92,18.95,5.37,18.82,34.79,38.78,38.76,43.61,33.82,28.9,34.16,37.29,35.34,40.36,37.36,23.97
"411","2017092402_3217",85.82,87.64,73.94,96.82,89.12,102.83,87.11,96.12,108.16,95.85,85.49,32.52,31.3,24.93,35.74,37.72,30.49,35.75,31.67,34.37,31.04,39.2
"412","2017092402_2784",83.48,87.31,73.15,100.87,88.43,109.72,86.4,99.98,119.27,99.38,85.3,32.25,28.95,24.51,38.29,40.2,31.24,37.59,33.16,39.07,32.15,41.48
"413","2017092402_2442",99.07,88.5,90.52,88.86,91.68,88.05,99.41,107.9,93.44,87.58,114.46,40.96,36.73,41.19,31.57,35.29,34.46,36.71,44.37,44.73,27.4,46.57
"414","2017092402_1927",33.61,32.08,34.37,18.39,31.4,11,33.87,18.34,1.35,19.42,34.2,35.41,38.14,37.9,29.75,27.05,30.83,33.41,31.8,37.98,34.88,23.37
"415","2017092402_1695",97.86,85.55,86.25,86,88.48,84.35,97.56,110.85,88.12,84.45,115.2,33.47,32.27,35.42,27.01,19.36,29.04,30.87,35.97,41.96,21.77,39.72
"416","2017092402_1288",82.02,84.56,68.32,99.85,86.02,108.14,82.43,101.8,118.85,100.39,82.34,30.26,23.18,22.69,34.51,36.95,27.41,36.12,29.72,28.43,27.97,41.16
"417","2017092401_4342",22.41,7.3,42.48,53.99,41.27,42.97,42.78,20.47,38.31,20.35,44.39,28.45,29.7,36.41,20.95,31.93,39.94,34.57,34.34,33.74,30.28,24.83
"418","2017092401_3646",20.37,10.9,38.11,52.33,37.25,38.29,39.07,19.75,36.53,31.07,38.96,21.5,18.77,29.41,21.59,23.37,36.04,28.07,23.89,30.85,27.23,21.89
"419","2017092401_36",103.85,115.94,80.55,72,80.43,82.23,79.16,103.37,85.63,93.14,80.42,26.09,28.74,20.66,38.05,24.81,15.88,22.66,23.55,21.36,24.18,28.51
"420","2017092401_3128",101.25,117.77,81.76,67.8,83.7,83.42,81.8,103,77.25,109.89,81.33,24.77,19.67,19.09,27.05,27.91,14.54,25.35,20.03,37.2,20.91,35.37
