"","combid","Poss_1_x","Poss_2_x","Poss_3_x","Poss_4_x","Poss_5_x","Poss_6_x","Poss_7_x","Poss_8_x","Poss_9_x","Poss_10_x","Poss_11_x","Def_12_x","Def_13_x","Def_14_x","Def_15_x","Def_16_x","Def_17_x","Def_18_x","Def_19_x","Def_20_x","Def_21_x","Def_22_x","Poss_1_y","Poss_2_y","Poss_3_y","Poss_4_y","Poss_5_y","Poss_6_y","Poss_7_y","Poss_8_y","Poss_9_y","Poss_10_y","Poss_11_y","Def_12_y","Def_13_y","Def_14_y","Def_15_y","Def_16_y","Def_17_y","Def_18_y","Def_19_y","Def_20_y","Def_21_y","Def_22_y"
"322","2017092800_3529",72.15,69.79,54.3,71.4,60.8,71.13,68.71,67.79,72.3,69.02,68.82,80.79,68.95,74.67,112.03,77.92,74.43,72.7,76.11,73,72.06,73.66,19.75,33.06,23.92,22.48,9.97,28.9,14.5,39.56,25.63,8.63,45.35,39.64,40.17,30.89,24.52,14.46,14.84,36.02,29.08,11.94,18.23,21.45
"323","2017092800_297",57.28,41.73,41.61,43.73,41.74,43.52,40.93,43.04,45.65,41.46,41.94,37.53,21.6,5.78,11.66,37.36,37.59,38.01,39.29,38.45,20.74,37.82,23.46,34.25,17.46,15.02,21.19,32.04,10.43,30.86,31.4,26.23,13.57,33.5,22.5,20.03,22.75,16.14,20.35,30,15.24,28.16,22.95,25.99
"324","2017092800_2837",58.65,81.46,75.63,75.15,77.29,75.42,77.22,71.83,74.91,70.81,76.57,78.2,96.79,117.41,81.67,80.1,79.88,85.53,76.41,106.19,97.24,81.92,18.46,25.63,6.8,17.22,19.3,31.88,38.35,13.98,29.67,29.67,12.86,10.63,25.2,11.31,30.85,29.27,20.25,32.08,26.11,12.18,21.91,12.98
"325","2017092800_2160",57.88,71.33,69.87,67.35,68.71,67.75,72.72,65.73,70.25,62.78,67.36,75.97,96.08,107.73,75.54,74.84,75.87,77.29,73.02,101.06,96.83,81.28,20.79,35.51,8.12,21.23,14.37,32.03,25.73,14.27,26.56,33.36,18.36,10.06,18.26,16.01,30.7,24.78,16.66,33.59,22.35,15.23,20.17,18.35
"326","2017092800_2126",54.79,73.69,69.92,71.23,71.29,71.56,69.7,72.93,65.88,73.64,70.28,78.71,97.95,114.21,106.4,79.33,80.66,80.52,80.24,80.27,98.66,87.84,21.14,37.16,13.68,19.97,16.48,32.84,28.16,27.98,32.32,25.54,9.75,10.45,18.77,14.86,16.97,34.01,27.25,15.97,35.45,21.72,22.73,20.23
"327","2017092800_2073",38.23,42.47,58.02,35.28,40.05,38.79,40.44,40.31,37.7,45.13,43.18,33.92,6.94,34.64,39.24,21.49,39.5,30.78,42.28,39.72,34.63,36.08,25.82,9.72,22.36,20.23,22.72,12.64,31.48,5.48,39.44,32.64,13.83,13.07,15.82,11.07,23.83,14.15,7.67,25.95,34.63,29.43,37.01,16.62
"328","2017092800_1621",57.15,77.78,73.09,73.74,74.76,75.47,74.33,68.72,76.65,73.76,74.05,78.47,95.54,115.96,107.67,81.07,81.77,81.24,82.14,80.36,99.81,80.17,18,35.56,12.25,21.19,30.75,4.94,26.38,37.87,24.79,5.81,17.43,11.2,23.77,16.84,16.21,31.96,27.67,18.79,38.65,24.07,23.62,12.22
"329","2017092500_3738",55.65,45.15,43.65,48.58,48.85,51,43.2,40.41,41.49,41.23,43.29,40.03,15.79,4.95,28.57,52.21,37.86,23.55,40.25,35.12,47.05,28.92,37.7,38.83,32.21,14.98,29.15,47.74,19.7,42.46,46.02,39.04,18.09,28.76,40.99,40.1,31.16,41.12,17.51,22.28,38.39,42.51,27.07,34.98
"330","2017092500_37",68.56,79.87,80.79,74.37,76.24,70.14,77.78,81.53,79.25,80.79,79.74,81.49,105.96,112.65,91.05,80.56,91.85,87.33,88.74,82.91,85.63,79.43,27.99,31.24,36.64,14.66,22.45,42.23,37.24,41.67,16.32,22.82,25.67,35.5,23.72,26.72,32.08,25.27,29.68,41.31,31.49,21.25,18.3,26.3
"331","2017092500_3599",60.43,76.14,74.01,79.76,69.29,77.9,79.05,79.02,81.88,82.69,79.89,83.38,81.43,96.37,97.03,83.36,81.67,107.17,86.64,115.82,84.58,85.6,22.73,19.81,10.89,20.23,45.06,16.65,13.26,30.2,36.47,28,34.82,23,23.1,19.43,22.5,19.22,20.73,24.67,32.98,25.33,31.62,16.4
"332","2017092500_3099",54.45,45.92,41.02,49.57,46.46,40.25,43.1,40.19,44.49,46.74,44.55,39.25,18.45,4.54,29.44,52.09,35.26,20.53,39.9,38.06,47.81,30.44,24.4,18.8,17.66,36.32,30.42,8.13,13.32,36.6,8.84,25.54,25.44,16.69,26.21,19.87,16.61,30.83,10.06,14.57,24.01,31.8,16.34,19.88
"333","2017092500_301",59.4,44.64,46.92,49.25,43.55,42.56,42.87,42.89,41.54,37.16,43.45,20.13,35.12,25.4,19.66,36.25,30.14,10.42,35.37,3.56,35.25,41.1,26.86,31.37,41.94,6.38,34.69,26.96,37.78,19.6,13.68,22.43,15.4,24.85,27.61,27.88,25.59,32.44,27.66,20.7,16.02,21.43,19.39,29.52
"334","2017092500_2672",54.16,40.01,35.1,50.65,38.93,39.01,35.24,40.28,43.72,37.86,40.55,30.97,33.26,25.87,25.24,37.59,35.64,19.08,37.77,14.68,34.32,32.44,33.9,37.04,47.04,11.76,40.71,33.35,45.08,28.88,21.16,28.6,23.52,29.88,33.9,36.69,35.69,40.26,29.59,42.27,23.34,41.27,27.04,44.3
"335","2017092500_2270",68.32,78.09,80.09,74.17,75.66,67.33,76.68,79.89,77.93,79.98,74.42,80.33,100.84,107.3,90.46,74.02,86.66,87.71,80.92,83.58,77.08,90.45,22.9,31.58,28.17,13.36,20.39,39.88,36.98,39.99,14.4,21.99,20.79,33.52,18.27,19.72,29.15,21.31,37.26,30.86,19.5,14.49,24.13,26.86
"336","2017092500_1841",59.79,44.47,44.96,50.88,39.92,43.94,39.86,41.91,39.88,40.67,41.01,34.87,36.51,26.76,21.32,35.79,42.03,10.03,33.02,1.81,34.86,32.96,31.85,35.77,46.25,12.48,38.45,31.53,44.22,24.76,17.98,33.26,19.44,26.59,31.74,36.05,34.81,38.91,32.5,40.58,22.59,39.41,23.88,41.39
"337","2017092500_1739",52.89,40.63,39.64,44.55,42.65,52.4,42.41,41.41,38.45,37.6,46.15,40.21,14.96,1.69,29.01,43.94,29.67,33.58,32.96,38.43,34.47,45.83,36.52,36.05,18.39,44.44,38.06,16.57,20.69,25.54,43.88,25.39,29.31,22.71,39.32,36.07,26.68,29.08,27.55,19.57,27.19,36.35,42.4,28.3
"338","2017092413_2749",74.02,65.85,73.54,70.65,78.65,78.18,78.35,73.04,78.12,79.18,76.64,99.95,106.63,115.53,86.52,99.39,81.36,89.26,106.89,85.2,82.37,82.01,35.74,20.75,18.97,40.74,30.76,14,16.21,13.06,28.45,20.78,38.74,23.37,18.48,20.48,14.33,21.84,25.74,28.47,25.66,22.31,35.77,31.94
"339","2017092412_797",65.14,75.44,75.12,70.21,71.4,73.7,74.84,75.87,73.1,61.01,72.18,96.69,81.81,95.23,79.52,79.59,80.94,101.98,80.38,111.59,82.76,79.26,34.5,8.4,10.97,7.18,31.97,25.37,36.28,15.23,20.87,19.56,23.59,10.97,12.94,24.2,9.7,18.61,32.52,15.57,21.17,8.08,15.06,25.58
"340","2017092412_543",48.87,45.97,45.58,44.22,44.72,50.79,46.89,58.76,43.66,43.16,44.74,25.1,29.34,39.04,21.5,37.49,40.87,9.2,42.19,20.9,36.69,42.35,28.87,16.99,28.04,33.66,31.21,7.97,37.87,26.79,21.17,9.59,13.19,26.17,23.91,13.77,16.56,27.06,32.59,13.56,23.55,19.23,19.84,20.04
"341","2017092412_3800",89.36,98.48,87.82,102.53,94.48,98.08,70.16,99.91,107.35,113.24,103.65,98.04,99.36,96.16,111.08,92.81,118.72,89.12,99.77,114.77,103.62,87.94,41.76,45.18,37.75,28.88,28.44,25.39,35.32,49.36,49.08,52.23,50.56,43.74,44.25,47.91,48.53,28.55,51.81,37.94,30.41,49.73,44.97,38.45
"342","2017092412_36",47.35,44.91,46.96,42.22,42.31,47.27,44.83,56.97,40.75,40.12,41.77,29.22,29.41,39.94,24.53,38.04,39.76,7.01,39.78,10.83,38.96,38.48,30.84,17.88,28.55,36.81,34.1,9.92,39.13,27.48,20.56,9.18,13.11,31.97,30.9,13.04,23.72,31.72,35.11,13.96,25.36,18.3,21.78,15.77
"343","2017092412_240",47.13,45.02,46.41,43.05,43.3,48.54,46.32,57.49,43.23,42.35,43.66,25.62,29.03,37.66,19.7,38.07,40.7,8.23,41.42,26.13,36.2,41.63,28.92,15.86,26.52,33.37,29.97,8.05,37.55,26.54,19.9,9.59,12.68,25.52,23.21,13.78,14.74,26.54,32.6,10.34,24.8,20.81,17.69,20.16
"344","2017092412_1853",67.11,76.98,77.26,71.68,73.32,74.6,77.4,77.71,74.83,60.09,74.45,97.76,82.24,95.75,80.02,80.53,80.55,101.77,79.9,109.49,81.44,81.1,33.8,7.89,8.95,10.33,29.73,24.91,33.37,15.14,19.65,18.98,22.23,10.8,12.09,20.12,9.21,17.42,29.21,11.87,20.29,7.2,12.86,26.08
"345","2017092411_3836",60.56,44.46,43.47,47.9,46.64,42.79,44.95,52.73,40.48,40.97,42.79,31.25,15.85,37.85,16.44,39.51,38.84,37.78,3.9,43.07,14.41,37.06,29.07,22.01,40.64,29.44,21.08,46.26,28.52,18.3,31.84,34.94,42.85,39.2,35.32,19.03,37.32,44.2,34.59,28.43,36.97,39.78,28.21,23.9
"346","2017092411_35",62.78,80.26,78.8,73.42,78.87,74.13,80.67,78.69,69.42,81.12,77.89,88.99,84.17,97.25,82.66,84.04,109.12,85.37,105.11,85.06,97.56,82.42,19.59,28.82,11.02,19.92,13.62,30.9,5.35,23.21,33.61,19.13,7.39,18.29,28.9,12.3,12.14,16.7,9.26,16.88,9.78,21.9,13.43,25.95
"347","2017092411_1977",48.32,62.04,43.14,44.24,40.63,48.5,46.35,47.98,42.36,41.81,43.92,32.86,2.68,38.56,37.51,18.24,38.75,26.73,41.25,25.58,39.19,36.7,16.84,23.25,7.58,37.25,24.24,32.79,11.68,34.79,17.4,28.57,14.5,22.46,15.87,25.21,37.41,13.87,11.46,21.12,29.86,18.93,18.28,7.8
"348","2017092411_1211",73.1,58.77,75.04,81.55,81.46,82.43,77.49,76.08,81.02,78.46,80.89,88.88,116.96,81.02,84.5,100.83,82.7,94.4,81.36,94.35,82.55,84.86,33.29,31.34,12.91,43.65,16.49,31.34,41.48,19.88,36.79,21.75,40.26,28.25,34.84,26.86,14.63,36.38,33.95,24.37,18.41,25.76,31.98,39.68
"349","2017092410_4389",74.73,71.54,77.77,64.66,68.09,66.32,68.34,65.53,66.96,73.3,74.08,64.03,56.96,67.92,62.86,31.25,66.77,67.88,65.24,62.05,67.32,64.29,33.03,25.89,16.14,53.83,47.14,49.27,45.96,44.35,43.34,26.58,18.54,25.1,16.76,46.04,49.76,34.84,53.28,47.16,17.37,33.76,45.85,41.67
"350","2017092410_3495",56.68,58.17,58.6,48.29,47.09,45.73,46.32,49.19,48.37,50.81,53.66,42.76,42.3,43.27,44.29,46.14,42.16,44.71,48.13,47.44,32.11,39.19,34.16,34.59,17.53,49.3,40.61,45.11,39.03,36.03,33.02,30.04,18.5,37.84,47.18,23.17,40.25,22.79,30.93,35.39,36.41,28.91,38.01,40.87
"351","2017092410_3246",54.6,49,39.56,41.32,37.8,39.47,41.66,41.95,38.98,49.08,40.08,39.81,33.77,32.41,36.94,17.7,-1.54,34.08,38.24,47.18,16.74,34.64,24.42,35.2,22.74,7.55,13.07,25.86,32.02,34.81,19.03,6.57,12.08,11.07,21.32,26.91,17.08,17.32,16.58,13.11,19.22,21.16,18.48,27.57
"352","2017092410_2413",57.23,45.53,44.69,47.25,41.7,41.76,46.59,40.77,40.82,48.5,41.86,39,39.13,34.3,38.51,21.73,7.09,38.12,38.22,50.16,22.35,36.05,21.92,37.88,20.44,27.2,12.35,25.77,34.52,6.26,18.18,2.87,9.79,10.73,19.57,25.3,15.96,13.99,1.43,12.67,17.47,25.23,15.19,25.5
"353","2017092410_2184",45.24,42.32,57.59,44.14,41.69,38.1,40.23,40.47,39.02,39.09,37.18,28.48,39.08,20.83,36.93,34.97,27.61,34.93,34.91,35.88,8.65,21.56,8.48,12.26,21.4,34.96,28.61,36.45,26.14,21.71,19.85,16.06,5.8,19.58,33.79,13.48,24.05,10,16.03,16.17,18.67,13.31,13.99,25.84
"354","2017092409_4357",49.23,47.98,40.77,39.36,40.11,41.4,36.46,37.74,52.11,35.59,36.9,2.52,10.52,21.06,31.84,31.92,20.84,32.43,36.19,38.84,34.92,35.92,41.62,20.36,26.04,37.12,18.23,31.32,34.91,30.15,34.32,47.11,40.82,43.34,34.45,38.48,45.5,43.36,32.86,33.68,29.71,19.69,40.44,27.09
"355","2017092409_36",48.31,51.69,47.93,53.81,51.49,49.03,54.54,47.75,49.97,50.51,62.55,21.8,37.97,40.09,21.63,40.72,38.9,16.53,35.47,39.66,40.65,10.76,40.09,20.46,29.37,16.22,44.11,33.7,13.46,24.04,13.58,38.58,27.71,29.22,30.15,32.77,23.37,37.09,24.55,26.45,28.49,19.69,16.29,25.06
"356","2017092409_3415",90.64,85.63,86.83,79.84,85.12,81.55,90.55,93.96,88.03,72.16,87.64,93.99,85.76,85.2,91.96,84.62,90.99,107.33,86.33,87.93,83.55,103,17.78,24.55,35.33,18.26,25.61,40.01,28.49,34.72,18.09,28.58,32.5,19.44,25.16,24.79,20.77,25.36,26.39,27.88,24.72,31.37,33.73,27.05
"357","2017092409_3229",65.23,64.66,60.32,59.72,63.39,58.98,63.91,65.14,62.66,51.58,63.86,86.82,73.55,69.3,86.79,70.09,67.68,104.22,69.06,69.31,67.72,99.2,17.6,26.8,38.11,14.41,22.5,44.2,30.88,41.07,19.02,29.46,33.32,23.9,28.04,22.93,31.62,19.11,32.24,25.06,30.8,32.84,36.65,26.3
"358","2017092409_2658",79.01,75.68,82.11,84.01,84.09,82.66,89.86,84.31,72.14,89.18,86.49,101.12,95.5,87.79,84.97,88.88,90.01,84.94,85.81,84.45,84.92,85.19,46.42,26.78,31.49,46.01,22.84,38.65,43.37,37.63,35.07,49.03,45.81,47.98,41.75,39.44,24.17,48.21,42.17,37.22,43.5,46.98,32.09,44.51
"359","2017092409_2093",72.9,74.45,78.48,78.4,80.02,76,84.06,81.33,66.9,81.14,81.2,118.9,111.07,98.18,84.19,82.71,98.97,84.77,84.47,81.4,85.08,83.78,43.8,18.71,23.1,39.46,17.58,30.48,31.6,28.03,26.76,44.6,39.92,39.21,37.18,31.65,19.28,38.23,31.99,29.86,32.68,43.85,24.61,39.93
"360","2017092409_1229",57.13,56.95,53.37,53.64,53.79,53.56,49.29,50.96,66.39,49.7,53.33,22.26,27.25,31.3,52.46,52.18,33.76,48.4,49.83,54.64,49.71,48.92,43.73,19.49,25.55,36.53,21.53,30.43,32.66,28.19,32.13,42.48,37.86,38.55,34.85,38.2,39.09,37.71,32.84,33.36,31.44,25.25,36.12,28.61
"361","2017092408_2061",80.63,81.61,78.32,82.09,67.86,76.74,73.04,80.04,85.43,82.39,77.82,87.92,83.06,84.51,98.46,79.15,84.79,116.7,112.35,97.78,79.4,84.4,16.96,28.73,20.83,24.61,20.34,13.85,35.32,32.48,7.98,35.28,11.13,9.11,30.66,20.87,17.34,20.57,26.25,17.64,21.09,18.3,21.26,32.28
"362","2017092408_1848",41.49,40.27,41.12,37.67,55.6,44.38,43.75,42.23,37.69,40.75,42.49,37.46,38.42,43.14,37.85,37.93,37.15,14.79,11.71,35.25,39.65,40.16,24.02,12.46,20.2,15.89,21.54,34.27,8.59,29.95,32.66,3.71,10.2,31.89,27.11,13.24,18.79,21.86,17.84,18.8,10.89,20.23,12.46,4.93
"363","2017092408_1438",43,41.48,42.3,40.31,52.73,45.1,45.5,43.41,39.86,42.63,50.76,33.73,36.7,52.24,20.9,37.5,38.07,6.3,2.66,20.85,35.43,34.68,29.31,18.88,25.46,23.06,25.34,37.19,10.78,33.76,37,9.28,11.69,33.97,30.98,14.14,23.2,28.01,23.65,24.1,22.5,24.39,20.61,13.25
"364","2017092407_901",46.62,42.53,49.24,42.37,43.16,41.2,41.89,42.82,53.5,43.61,41.44,14,21.36,38.67,39.97,35.05,34.44,39.77,20.53,33.01,34.13,36.06,40.85,27.26,22.59,23.02,43.72,37.27,30.86,20.73,30.25,40.45,32.23,31.1,33.74,32.17,38.65,27.86,30.92,36.94,33.04,32.66,36.29,23.74
"365","2017092407_567",47.11,41.47,48.6,42.52,43.83,42.07,41.9,43.31,56.11,43.88,41.47,0.31,15.94,39.46,41.06,35.74,34.35,38.81,16.11,32.31,31.89,36.22,45.19,27.82,22.48,23.17,45.55,39.09,30.6,20.68,32,42.4,34.85,40.82,39.8,33.52,40.38,29.19,30.52,39.02,37.43,35.21,40.68,24.32
"366","2017092407_4270",48.28,52.32,56.95,42.53,40.68,43.45,43.63,44.19,43.89,43.14,41.25,6.68,37.39,20.64,29.96,35.39,42.27,10.94,37.82,38.68,38.54,40.93,7.32,36.87,22.62,34.6,23.87,38.41,12.82,11.86,18.05,9.17,27.96,19.19,12.17,23.37,28.63,15.92,37.73,24.5,24.41,15.86,32.51,20.53
"367","2017092407_3932",72.49,80.01,68.71,77.48,77.55,79.57,80.29,67.91,78.32,79.72,80.33,116.83,103.15,81.36,80.79,83.77,85.7,81.04,103.11,86.21,84.77,85.35,10.78,25.74,33.87,31.64,8.36,14.07,21.93,21.55,10.83,27.83,20.57,15.23,15,21.31,12.7,25.3,21.42,14.41,17.22,19.94,16.77,30.2
"368","2017092407_37",74.15,58.99,81.39,79.98,78.59,77.27,77.53,76.66,79.09,77.59,70.65,99.67,82.38,91.64,91.8,83.5,82.55,103.03,82.71,84.52,82.12,80.5,8.48,19.72,26.75,25.4,32.33,22.75,15.09,12.23,17.58,10.2,32.4,22.96,31.35,18.6,19.74,26.13,12.12,19.92,17.84,18.4,15.83,22.74
"369","2017092407_350",74.2,62.85,83.33,80.86,78.34,80.99,77.52,79.49,79.15,79.97,81.78,105.6,82.12,97.28,97.65,85.18,83.68,110,81.87,83.26,82.7,79.86,9.12,19.64,31.25,26.92,34.68,22.56,15.46,12.74,18.02,11.06,26.85,23.49,29.57,17.65,18.53,25.66,12.5,19.64,17.97,17.81,15.36,19.3
"370","2017092407_3318",68.17,73.92,66.72,72.94,71.01,72.51,75.45,71.17,62.08,70.34,73,118.49,103.11,77.07,77.92,81.41,84.93,78.37,102.94,81.38,80.82,81.28,12.31,28.88,33.92,33.97,7.25,17.26,26.04,36.59,24.27,9.66,21.69,26.16,20.7,24.27,12.14,30.3,23.03,17.15,22.37,21,16.99,35.7
"371","2017092407_2399",75.53,62.08,82.64,80.28,79.08,78.11,77.35,79.17,76.27,79.89,69.18,109.13,83.83,98.98,98.56,84.65,85.42,113.08,83.68,85.42,84.17,81.2,12.38,18.84,28.29,23.44,32.62,26.03,13.35,11.8,18.17,8.71,32.95,18.51,28.94,15.92,16.64,26.41,10.32,12.48,17.3,17.32,15.09,23.78
"372","2017092407_2242",46.91,42.72,51.72,43.6,44.02,43.03,42.63,44.38,55.69,44.59,41.72,5.41,17.86,38.71,39.87,37.28,34.58,39.18,17.23,34.11,34.82,37.06,43.76,26.71,21.81,21.99,44.21,37.79,32.08,19.24,30.68,41.27,33.67,33.01,34.88,33.39,40.11,25.33,30.98,37.92,33.76,35.19,37.83,21
"373","2017092407_1859",44.98,57.89,37.5,40.03,39.8,42.97,40.51,39.4,41.22,39.44,45.83,17.65,33.08,21.19,33.87,35.8,10.79,36.75,35.36,35.63,21.95,39.4,7.93,24.55,27.69,21.91,32.98,24.63,16.2,12.67,19.9,8.34,37.89,23.76,11.7,22.62,16.14,33.27,19.86,20.71,19.53,26.19,20.97,21.23
"374","2017092407_1653",74.38,78.95,72.95,78.4,78.01,78.61,79.81,78.2,65.11,76.58,79.11,115.09,102.88,81.78,80.19,83.58,85.49,81.26,103.12,87.41,85.07,84.27,10.02,25.94,31.48,31.17,9.32,15.45,23.02,34.08,22.9,12.27,19.83,18.29,17.32,20.89,13.74,25.13,22.22,15.78,19.22,19.15,16.72,31.09
"375","2017092407_1563",73.48,79.5,70.78,78.2,77.89,79.29,80.44,77.49,66.03,76.63,82.43,117.44,104.04,81.69,80.76,83.63,82.55,80.88,104.28,88.74,86.65,84.15,11.94,27.79,30.96,33.01,10.02,15.74,24.07,35.54,24.2,12.83,20.71,26.79,21.22,22.94,13.88,27.03,23.9,16.01,22.41,21.72,17.94,32.95
"376","2017092407_1266",44.99,57.44,38.63,40.67,41.51,42.37,40.71,40.39,41.56,40.3,45.58,9.55,35.14,21.84,34.17,36.39,16.44,37.26,33.28,37.96,22.47,39.26,6.99,23.84,31.2,27.26,33.32,23.63,14.57,11.61,19.06,8.44,25.74,17.74,10.58,20.71,16.94,30.68,21.65,20.53,19.3,27.9,18.84,21.87
"377","2017092406_422",72.37,73.78,66.07,80.72,78.55,78.58,76.16,77.53,76.18,79.32,77.89,95.75,114.48,102.07,83.91,85.46,82.84,94.74,94.97,104.5,81.72,81.17,11,42.76,24.2,32.36,21.38,26.98,22.19,37.28,14.97,39.75,12.07,29.06,26.98,24.57,20.68,35.4,15.01,22.34,23.34,29.56,31.5,29.75
"378","2017092406_2210",62.63,47.47,43.9,44.57,42.16,40.83,41.82,43.77,44.45,42.29,38.57,24.65,40.12,14.28,39.65,22.68,36.21,39.57,19.5,24.53,37.73,37.81,36.41,15.72,29.24,34.32,47.73,38.76,45.25,22.03,25.19,41.87,35.98,42.75,39.22,47.65,42.46,31.16,36.45,30.9,43,44.49,44.92,25.77
"379","2017092406_1987",58.88,47.22,43.39,43.02,41.33,39.88,41.53,42.22,45.56,42.22,40.16,25.85,37.18,13.14,38.23,25.45,35.46,36.62,18.79,22.77,36.19,34.33,23.11,35.46,23.18,9.61,24.9,5.23,10.36,29.98,29.81,14.82,19.19,14.78,21.8,12.27,24.09,13.84,17.63,14.24,15.87,20.37,33.07,8.96
"380","2017092406_1165",61.42,78.95,83.81,82.34,88.06,90.81,87.17,85.3,83.27,87.22,87.39,97.57,86.26,109.52,88.71,99.68,89.38,84.84,102.76,97.71,89.99,86.05,13.07,32.83,22.85,14.86,5.3,12.8,6.87,28.69,25.56,9.54,16.58,8.48,16.46,7.17,11.32,17.13,16.25,21.99,10.27,7.55,8.39,24.3
"381","2017092405_896",74.36,75.4,76.65,77.14,74.42,78.51,74.64,73.9,76.9,59.8,78.86,83.06,100.18,80.46,88.27,100.89,83.68,82.42,81.16,118.31,81.33,83.04,19.32,44.08,20.4,29.9,14.76,15.88,40.04,36.16,32.46,27.06,26.17,28.07,29.24,38.53,37.34,35.98,26.25,31.48,33.82,36.64,18.78,23.42
"382","2017092405_4303",75.08,71.86,66.39,67.58,67.37,70.32,66.67,67.72,70.53,74.87,72.74,65.17,65.86,60.49,62.16,59.12,63.7,58.34,62.55,20.02,62.35,64.02,17.66,34.39,28.78,23.41,30.4,22.53,24.88,32.68,38.31,13.53,26.44,22.51,12.99,44.14,37.98,37.1,17.68,10.83,25.39,28.34,39.26,27.93
"383","2017092405_3849",73.22,65.27,62.9,71.1,64.41,73.11,78.12,64.31,64.29,72.46,73.6,62.91,62.72,67.8,63.97,62.09,62.05,55.75,60.85,25.94,66.06,62.96,38.45,46.46,44.39,10.81,44.96,15.02,23.41,50.62,52.23,24.57,28.16,21.74,9.99,52.49,44.47,47.04,16.44,11.31,30.35,33.62,50.21,42.57
"384","2017092405_35",79.28,81.39,83.61,83.29,80.09,85.17,77.21,80.69,83.7,62.35,86.9,86.21,99.71,83.63,86.09,99.44,87.32,84.62,82.2,117.53,81.08,84.8,21.69,42.65,21.36,30.14,14.93,16.05,41.18,35.59,32.27,27.58,24.08,25.22,28,38.03,36.17,34.14,25.44,30.97,32.96,33.95,18.31,23.86
"385","2017092405_3420",77.08,80.6,79.27,81.1,76.06,79.08,78.73,80.27,80.02,63.05,81.91,84.92,101.23,82.26,84.99,100.44,86.93,84.75,82.23,115.96,82.01,83.06,18.77,43.51,19.6,28.48,42.04,12.41,13.44,36.69,32.32,26.15,24.76,25.34,24.75,39.04,37.19,32.16,23.57,31.07,33.16,31,16.54,21.72
"386","2017092405_2234",80.05,82.53,78.59,79.73,78.3,79.22,78.31,82.57,65.59,81.2,82.46,82.09,109.95,97.01,97.4,83.37,83.5,115.58,88.16,84.04,87.59,NA,22.58,13.25,29.91,9.76,24.39,42.47,18.74,36.75,27.28,37.98,38.63,29.07,23.45,26.05,25.07,35.27,26.64,26.51,31.28,20.01,17.55,NA
"387","2017092405_1847",45.33,43.99,41.86,40.37,43.2,43.55,44.91,45.06,43.51,61.63,40.49,39.38,20.23,39.25,32.83,19.82,38.22,37.24,38.79,2.2,40.31,38.91,33.36,7.89,32.64,23.55,38.27,39.36,9.51,16.34,19.5,25.44,27.39,26.78,25.08,16.57,17.24,16.57,28.22,22.37,19.32,18.42,35.29,29.91
"388","2017092405_1252",42.35,40.91,39.65,38.14,40.93,38.37,43.76,42.04,40.16,62.25,36.27,36.57,20.35,36.75,31.96,20.96,34.95,36.65,36.78,0.98,38.61,37.7,33.34,10.35,31.2,23.64,37.2,37.47,10.72,16.41,19.71,23.19,29.23,27.9,26.71,13.96,16.69,22.32,28.45,22.81,20.36,19.31,33.79,29.59
"389","2017092405_1054",79.05,82.31,79.54,80,76.16,78.77,78.9,82.52,65.67,82.34,83.08,81.99,111.58,99.28,99.1,82.73,81.78,116.75,86.98,85.51,84.63,87.06,22.67,14.49,29.01,10.1,30.06,43.79,19.11,34.69,28.56,36.76,39.57,31.7,25.86,29.53,28.54,28.74,24.64,28.64,37.98,29.77,21.53,17.99
"390","2017092404_984",64.08,75.99,66,70.8,72.56,77.61,77.56,74.02,78.89,75.45,76.87,81.99,80.86,98.3,82.5,115.67,103.04,79.69,82.46,79.1,100.2,99.63,22.58,12.93,43.73,7.79,36.02,20.77,24.32,30.55,17.13,7.99,39.26,24.71,12.93,21.35,15.93,20.44,26.45,29.05,20.1,35.61,16.64,17.37
"391","2017092404_419",53.73,42.96,53.49,48.34,46.24,41.14,40.3,44.97,39.44,44.49,43.92,36.1,38.17,22.31,37.19,17.56,19.53,40.04,36.53,40.15,21.86,10.15,35.04,41.36,12.05,44.93,17.52,33.7,29.73,26.5,36.03,45.28,14.46,28.34,43.11,31.4,37.65,39.53,27.77,20.06,34.48,16.54,32.17,39.94
"392","2017092404_36",73.14,73.64,61.06,74.13,69.66,73.73,76.06,75.73,79.51,76.31,74.54,116.68,99.9,99.21,80.4,78.87,81.76,80.84,111.09,77.73,88.15,78.07,29.37,38.88,27.82,36.49,12.6,42.43,17.07,31.92,22.18,20.58,14.58,23.83,24.59,19.97,33.15,28.86,17.3,37.53,21.16,24.72,27.01,15.62
"393","2017092404_3208",74.77,78.01,62.24,77.56,75.85,75.19,69.77,74.99,78.12,78.37,75.59,113.76,99.23,84,79.69,99.13,82.07,80.87,109.95,82.02,80.98,83.27,30.81,40.3,30.46,36.52,17.89,14.65,42.04,19.33,24.67,33.86,21.12,27.92,31.38,33.61,33.18,30.59,22.25,39.38,26.73,25.95,30.44,18.46
"394","2017092404_3017",59.82,43.77,59.32,52.58,47.77,42.99,42.81,45.38,40.58,42.28,43.19,38.27,42.53,21.32,37.6,1.56,15.58,37.48,35.84,37.04,20.25,21.2,31.15,39.01,8.59,44.22,17.94,31.81,27.28,20.95,34.76,43.27,15.98,26.78,21.77,28.94,34.18,28.99,34.05,23.19,32.9,37.74,24.83,30.1
