"","combid","Poss_1_x","Poss_2_x","Poss_3_x","Poss_4_x","Poss_5_x","Poss_6_x","Poss_7_x","Poss_8_x","Poss_9_x","Poss_10_x","Poss_11_x","Poss_1_y","Poss_2_y","Poss_3_y","Poss_4_y","Poss_5_y","Poss_6_y","Poss_7_y","Poss_8_y","Poss_9_y","Poss_10_y","Poss_11_y"
"279","2017100105_1623",53.88,44.83,41.09,43.17,39.1,40.55,40.66,41.24,43.16,37.6,50.06,36.83,21.63,31.44,48.17,41.65,39.21,48.36,23.92,23.76,37,47.92
"280","2017100105_1416",80.53,73.47,78.47,76.79,78.21,80.37,72.86,63.88,76.71,79.91,81.88,25.65,32.78,26.19,9.64,14.5,21.56,8.23,22.89,11.58,34.54,14.51
"281","2017100105_1109",54.82,47.29,42.3,40.62,40.74,41.81,47.42,39.58,42.73,42.31,42.76,26.02,42.69,28.84,13.18,19.09,36.14,8.71,28.28,22.24,40.75,10.09
"282","2017100104_921",50.97,40.92,39.47,46.12,44.64,50.75,41.23,39.21,40.39,38.08,41.36,26.88,20.2,20.8,37.82,30.87,12.14,15.49,10.41,37.02,29.34,28.82
"283","2017100104_483",46.16,59.38,48.24,43.76,40.95,42.64,42.88,42.37,42.73,41.28,41.09,9.18,22.6,37.76,26.66,19.01,29.2,32.02,6.12,22.36,16.61,13.31
"284","2017100104_46",45.83,63.73,48.87,44.2,42.52,43.49,42.71,46.29,42.44,44.27,43.49,42.8,30.03,12.77,31.57,28.02,21.8,43.86,17.09,34.18,24.69,39.21
"285","2017100104_3745",69.45,79.46,81.7,72.21,73.52,87.7,80.65,78.54,81.12,84.72,81.18,13.21,19.28,4.71,28.41,22,2.36,7.14,9.85,20.81,9.02,17.7
"286","2017100104_3337",46.5,56.41,42.67,40.76,37.77,40.08,38.74,42.24,38.05,39.45,37.6,38.83,24.5,9.74,22.56,23.53,29.66,8.28,34.74,20.3,27.02,14.2
"287","2017100104_2877",60.09,74,69.59,74.07,78.33,76.53,78.58,73.86,77.09,76.52,77.57,30,43.99,15.39,28.29,28.54,23.99,47.95,20.25,37.23,27.3,40.27
"288","2017100104_2611",59.8,75.18,74.32,76.89,80.68,78.78,80.12,76.17,80.05,78,78.76,30.71,16.43,43.53,33.23,27.44,23.76,47.26,18.9,36.14,26.42,40.4
"289","2017100104_261",64.44,76.54,76.67,70.88,71.64,69.07,71.55,78.01,78.25,79.18,78.23,17.13,17.49,22.12,36.54,25.11,7.35,27.77,9.75,7.17,16.64,23.02
"290","2017100104_2162",56.57,43.09,42.24,50.98,49.32,49.55,45.75,42.4,41.2,40.84,42.22,38.87,37.03,31.82,18.31,29.98,48.03,20.99,42.46,46.9,37.23,30.45
"291","2017100104_1875",55.52,43.66,39.98,49.33,45.19,50.57,42.42,42.25,41.3,44.14,41.98,33.9,26.52,45.85,16.98,25.03,46.24,40.87,34.28,19.41,34.58,30.85
"292","2017100104_1599",72.88,62.48,75.55,78.36,81.01,78.56,81.53,76.45,80.76,78.73,80.13,14.27,30.09,42.1,33.07,27.75,23.81,46.84,19.35,35.74,26.63,39.3
"293","2017100104_1290",51.82,43.05,41.33,47.08,41.31,37.36,40.84,42.8,44.82,40.43,39.54,23.32,26.54,10.83,36.54,30.16,10.43,13.89,19.82,32.38,21.92,26.55
"294","2017100104_1102",61.83,74.7,71.78,77.43,75.7,76.38,78.75,74.7,78.76,77.31,78.17,30.22,42.46,14.8,32.49,25.5,22.73,47.07,18.39,34.93,24.89,39.66
"295","2017100103_3893",75.22,68.93,75.96,71.58,75.2,73.48,77.33,71.2,60.1,72.03,76.7,38.21,21.7,33.37,30.97,28.49,39.82,48.76,25.08,33.62,15.7,43.67
"296","2017100103_36",77.61,73.32,63.53,78.36,74.62,77.97,80.67,71.79,78.23,73.73,77.87,28.36,39.16,29.57,41.67,18.9,13.44,24.6,20.72,38.11,14.83,34.88
"297","2017100103_2611",76.88,71.58,60.51,77.79,75.02,77.77,78.27,72.62,73.56,75.03,75.73,21.89,13.62,19.13,9.76,28.4,35.15,24.22,31.67,13.45,33.52,18.41
"298","2017100103_2209",77.27,74.64,60.63,77.64,76.5,77.43,78.64,74.31,76.9,72.89,76.81,17.52,7.06,16.1,9.25,25.67,31.75,22.15,27.9,12.84,30.11,15.3
"299","2017100103_1730",42.6,47.29,60.25,46.3,43.1,46.26,42.94,41.34,50.53,44.32,43.9,20.39,10.95,23,31,10.92,27.3,32.08,25.89,29.75,14.66,15.95
"300","2017100103_1491",44.34,47.48,62.19,43.92,46.3,44.66,43.6,50.82,45.86,49.86,46.18,18.97,10.19,21.47,9,27.52,34.06,25.29,30.9,12.86,32.78,15.89
"301","2017100102_648",76.87,70.35,73.45,74.99,73.37,74.01,62.66,74.43,76.2,74.42,71.14,13.28,42.45,43.75,33.58,28.5,36.33,26.37,21.34,19.85,25,10.18
"302","2017100102_4007",73.88,71.88,75.13,76.34,74.45,76.29,62.57,74.59,76.05,74.88,70.87,11.09,42.53,42.49,31.13,26.42,34.54,22.41,20.16,17.66,22.44,9.87
"303","2017100102_37",80.69,74.66,77.52,77.99,75.37,77.89,61.71,76.6,78.61,76.9,73.35,17.57,46.4,45.43,35.92,30.49,40.37,24.67,24.44,22.26,27.67,12.89
"304","2017100102_2782",74.38,79.6,60.7,76.49,75.04,75.43,77.37,72.5,74.36,78.32,77.32,30.05,8.11,21.15,17.33,36.04,28.6,19.9,24.12,14.32,11.45,24.65
"305","2017100102_2435",76.07,76.72,60.41,74.62,78.68,76.62,77.23,74.17,73.69,75.56,78.57,47.55,24.02,30.94,28.18,48.92,41.39,30.66,43.72,34.83,24.81,39.02
"306","2017100102_2227",78.39,76.38,76.67,61.91,75.06,78.06,77.34,76.4,73.89,75.72,78.96,33.4,44.17,22.03,30.2,27.99,46.26,39.78,41.36,31.54,24.48,37.93
"307","2017100102_2021",43.55,51.86,47.45,45.49,45.65,46.69,56.54,45.59,43.46,45.3,48.28,45.33,18.47,16.48,28.92,32.82,26.69,32.29,38.61,39.15,34.79,46.74
"308","2017100102_1596",42.05,50.21,48.01,45.64,48.14,46.89,58.76,46.41,44.92,45.41,48.78,47.78,17.14,18.92,30.44,40.56,27.14,34.75,40.65,41.91,36.11,48.76
"309","2017100102_1299",43.18,52.94,48.92,45.98,49.27,47.34,59.33,47.51,46.85,47.14,49.46,46.87,18.12,17.32,27.92,29.16,42.36,33.91,39.47,31.7,35.47,48.54
"310","2017100101_37",76.21,73.7,78.49,78.35,76.29,58.53,78.51,78.5,73.9,77.42,76.87,13.55,10.11,40.37,31.03,37.43,28.6,28.08,26.74,42.52,34.35,20.74
"311","2017100101_3481",41.59,46.02,39.87,39.77,43.85,59.51,42.43,40.24,46.12,39.2,40.51,41.06,44.3,15.58,26.86,20.88,29.43,34.32,29.32,13.59,22.4,37.22
"312","2017100101_3331",66.75,78.45,65.7,72.15,79.61,76.27,78.4,77.58,79.07,77.82,79.92,19.64,13.65,43.19,9.71,24.13,29.75,18.91,21.71,16.67,8.46,33.74
"313","2017100101_2292",77.74,77.14,92.14,90.19,89.52,64.25,81.11,83.76,90.09,85.15,84.2,28.04,22.66,46.19,42.07,44.75,31.53,36.92,37.65,48.78,44.18,30.55
"314","2017100101_1142",63.8,75.77,63.18,68.43,72.24,76.67,76.79,73.32,77.71,76.27,74.05,16.36,10.29,42.48,6.92,29.64,17.79,21.51,25.4,14.95,6.49,34.65
"315","2017100100_3803",46.11,45.19,48.15,41.57,47.11,46.26,56.57,44.64,45.37,42.85,43.55,33.54,24.77,36.29,20.24,28.61,10.51,26.56,35.24,13.74,8.21,16.93
"316","2017100100_37",75.63,77.37,75.64,76.09,79.91,77.03,64.62,71.95,76.22,77.72,75.77,22.97,33.01,25.86,16.91,40.14,42.57,27.62,19.34,45.37,36.49,28.85
"317","2017100100_3207",46.33,45.23,48.65,42.02,47.78,46.5,55.37,46.07,46.32,43.97,43.05,31.5,25.14,35.68,21.15,27.68,10.91,26.42,34.54,15.23,8.4,18.37
"318","2017100100_2511",74.02,75.66,72.37,78.4,72.49,73.58,63.63,75.07,77.31,77.4,75.86,22.68,27.79,17.38,31.94,25.21,43.31,25.63,18.53,45.53,35.84,39.16
"319","2017100100_2179",43.12,44.92,55.97,39.31,40.36,44.13,47.13,41.4,41.45,44.13,40.67,18.79,13.3,26.84,29.34,25.85,31.28,35.58,36.14,18.82,17.38,12.52
"320","2017092800_420",54.91,38.4,39.46,40.67,40.79,42.22,39.05,39.78,46.86,37.8,42.18,26.35,39.19,18.18,23.39,32.41,16.83,10.59,31.07,38.45,27.81,14.17
"321","2017092800_36",76.29,74.17,57.99,78.5,75.17,75.55,73.93,76.35,75.88,72.57,72.59,25.49,40.79,30.22,33.72,27.05,36.92,18.43,47.56,14.88,21.23,26.72
"322","2017092800_3529",72.15,69.79,54.3,71.4,60.8,71.13,68.71,67.79,72.3,69.02,68.82,19.75,33.06,23.92,22.48,9.97,28.9,14.5,39.56,25.63,8.63,45.35
"323","2017092800_297",57.28,41.73,41.61,43.73,41.74,43.52,40.93,43.04,45.65,41.46,41.94,23.46,34.25,17.46,15.02,21.19,32.04,10.43,30.86,31.4,26.23,13.57
"324","2017092800_2837",58.65,81.46,75.63,75.15,77.29,75.42,77.22,71.83,74.91,70.81,76.57,18.46,25.63,6.8,17.22,19.3,31.88,38.35,13.98,29.67,29.67,12.86
"325","2017092800_2160",57.88,71.33,69.87,67.35,68.71,67.75,72.72,65.73,70.25,62.78,67.36,20.79,35.51,8.12,21.23,14.37,32.03,25.73,14.27,26.56,33.36,18.36
"326","2017092800_2126",54.79,73.69,69.92,71.23,71.29,71.56,69.7,72.93,65.88,73.64,70.28,21.14,37.16,13.68,19.97,16.48,32.84,28.16,27.98,32.32,25.54,9.75
"327","2017092800_2073",38.23,42.47,58.02,35.28,40.05,38.79,40.44,40.31,37.7,45.13,43.18,25.82,9.72,22.36,20.23,22.72,12.64,31.48,5.48,39.44,32.64,13.83
"328","2017092800_1621",57.15,77.78,73.09,73.74,74.76,75.47,74.33,68.72,76.65,73.76,74.05,18,35.56,12.25,21.19,30.75,4.94,26.38,37.87,24.79,5.81,17.43
"329","2017092500_3738",55.65,45.15,43.65,48.58,48.85,51,43.2,40.41,41.49,41.23,43.29,37.7,38.83,32.21,14.98,29.15,47.74,19.7,42.46,46.02,39.04,18.09
"330","2017092500_37",68.56,79.87,80.79,74.37,76.24,70.14,77.78,81.53,79.25,80.79,79.74,27.99,31.24,36.64,14.66,22.45,42.23,37.24,41.67,16.32,22.82,25.67
"331","2017092500_3599",60.43,76.14,74.01,79.76,69.29,77.9,79.05,79.02,81.88,82.69,79.89,22.73,19.81,10.89,20.23,45.06,16.65,13.26,30.2,36.47,28,34.82
"332","2017092500_3099",54.45,45.92,41.02,49.57,46.46,40.25,43.1,40.19,44.49,46.74,44.55,24.4,18.8,17.66,36.32,30.42,8.13,13.32,36.6,8.84,25.54,25.44
"333","2017092500_301",59.4,44.64,46.92,49.25,43.55,42.56,42.87,42.89,41.54,37.16,43.45,26.86,31.37,41.94,6.38,34.69,26.96,37.78,19.6,13.68,22.43,15.4
"334","2017092500_2672",54.16,40.01,35.1,50.65,38.93,39.01,35.24,40.28,43.72,37.86,40.55,33.9,37.04,47.04,11.76,40.71,33.35,45.08,28.88,21.16,28.6,23.52
"335","2017092500_2270",68.32,78.09,80.09,74.17,75.66,67.33,76.68,79.89,77.93,79.98,74.42,22.9,31.58,28.17,13.36,20.39,39.88,36.98,39.99,14.4,21.99,20.79
"336","2017092500_1841",59.79,44.47,44.96,50.88,39.92,43.94,39.86,41.91,39.88,40.67,41.01,31.85,35.77,46.25,12.48,38.45,31.53,44.22,24.76,17.98,33.26,19.44
"337","2017092500_1739",52.89,40.63,39.64,44.55,42.65,52.4,42.41,41.41,38.45,37.6,46.15,36.52,36.05,18.39,44.44,38.06,16.57,20.69,25.54,43.88,25.39,29.31
"338","2017092413_2749",74.02,65.85,73.54,70.65,78.65,78.18,78.35,73.04,78.12,79.18,76.64,35.74,20.75,18.97,40.74,30.76,14,16.21,13.06,28.45,20.78,38.74
"339","2017092412_797",65.14,75.44,75.12,70.21,71.4,73.7,74.84,75.87,73.1,61.01,72.18,34.5,8.4,10.97,7.18,31.97,25.37,36.28,15.23,20.87,19.56,23.59
"340","2017092412_543",48.87,45.97,45.58,44.22,44.72,50.79,46.89,58.76,43.66,43.16,44.74,28.87,16.99,28.04,33.66,31.21,7.97,37.87,26.79,21.17,9.59,13.19
"341","2017092412_3800",89.36,98.48,87.82,102.53,94.48,98.08,70.16,99.91,107.35,113.24,103.65,41.76,45.18,37.75,28.88,28.44,25.39,35.32,49.36,49.08,52.23,50.56
"342","2017092412_36",47.35,44.91,46.96,42.22,42.31,47.27,44.83,56.97,40.75,40.12,41.77,30.84,17.88,28.55,36.81,34.1,9.92,39.13,27.48,20.56,9.18,13.11
"343","2017092412_240",47.13,45.02,46.41,43.05,43.3,48.54,46.32,57.49,43.23,42.35,43.66,28.92,15.86,26.52,33.37,29.97,8.05,37.55,26.54,19.9,9.59,12.68
"344","2017092412_1853",67.11,76.98,77.26,71.68,73.32,74.6,77.4,77.71,74.83,60.09,74.45,33.8,7.89,8.95,10.33,29.73,24.91,33.37,15.14,19.65,18.98,22.23
"345","2017092411_3836",60.56,44.46,43.47,47.9,46.64,42.79,44.95,52.73,40.48,40.97,42.79,29.07,22.01,40.64,29.44,21.08,46.26,28.52,18.3,31.84,34.94,42.85
"346","2017092411_35",62.78,80.26,78.8,73.42,78.87,74.13,80.67,78.69,69.42,81.12,77.89,19.59,28.82,11.02,19.92,13.62,30.9,5.35,23.21,33.61,19.13,7.39
"347","2017092411_1977",48.32,62.04,43.14,44.24,40.63,48.5,46.35,47.98,42.36,41.81,43.92,16.84,23.25,7.58,37.25,24.24,32.79,11.68,34.79,17.4,28.57,14.5
"348","2017092411_1211",73.1,58.77,75.04,81.55,81.46,82.43,77.49,76.08,81.02,78.46,80.89,33.29,31.34,12.91,43.65,16.49,31.34,41.48,19.88,36.79,21.75,40.26
"349","2017092410_4389",74.73,71.54,77.77,64.66,68.09,66.32,68.34,65.53,66.96,73.3,74.08,33.03,25.89,16.14,53.83,47.14,49.27,45.96,44.35,43.34,26.58,18.54
"350","2017092410_3495",56.68,58.17,58.6,48.29,47.09,45.73,46.32,49.19,48.37,50.81,53.66,34.16,34.59,17.53,49.3,40.61,45.11,39.03,36.03,33.02,30.04,18.5
"351","2017092410_3246",54.6,49,39.56,41.32,37.8,39.47,41.66,41.95,38.98,49.08,40.08,24.42,35.2,22.74,7.55,13.07,25.86,32.02,34.81,19.03,6.57,12.08
"352","2017092410_2413",57.23,45.53,44.69,47.25,41.7,41.76,46.59,40.77,40.82,48.5,41.86,21.92,37.88,20.44,27.2,12.35,25.77,34.52,6.26,18.18,2.87,9.79
"353","2017092410_2184",45.24,42.32,57.59,44.14,41.69,38.1,40.23,40.47,39.02,39.09,37.18,8.48,12.26,21.4,34.96,28.61,36.45,26.14,21.71,19.85,16.06,5.8
"354","2017092409_4357",49.23,47.98,40.77,39.36,40.11,41.4,36.46,37.74,52.11,35.59,36.9,41.62,20.36,26.04,37.12,18.23,31.32,34.91,30.15,34.32,47.11,40.82
"355","2017092409_36",48.31,51.69,47.93,53.81,51.49,49.03,54.54,47.75,49.97,50.51,62.55,40.09,20.46,29.37,16.22,44.11,33.7,13.46,24.04,13.58,38.58,27.71
"356","2017092409_3415",90.64,85.63,86.83,79.84,85.12,81.55,90.55,93.96,88.03,72.16,87.64,17.78,24.55,35.33,18.26,25.61,40.01,28.49,34.72,18.09,28.58,32.5
"357","2017092409_3229",65.23,64.66,60.32,59.72,63.39,58.98,63.91,65.14,62.66,51.58,63.86,17.6,26.8,38.11,14.41,22.5,44.2,30.88,41.07,19.02,29.46,33.32
"358","2017092409_2658",79.01,75.68,82.11,84.01,84.09,82.66,89.86,84.31,72.14,89.18,86.49,46.42,26.78,31.49,46.01,22.84,38.65,43.37,37.63,35.07,49.03,45.81
"359","2017092409_2093",72.9,74.45,78.48,78.4,80.02,76,84.06,81.33,66.9,81.14,81.2,43.8,18.71,23.1,39.46,17.58,30.48,31.6,28.03,26.76,44.6,39.92
"360","2017092409_1229",57.13,56.95,53.37,53.64,53.79,53.56,49.29,50.96,66.39,49.7,53.33,43.73,19.49,25.55,36.53,21.53,30.43,32.66,28.19,32.13,42.48,37.86
"361","2017092408_2061",80.63,81.61,78.32,82.09,67.86,76.74,73.04,80.04,85.43,82.39,77.82,16.96,28.73,20.83,24.61,20.34,13.85,35.32,32.48,7.98,35.28,11.13
"362","2017092408_1848",41.49,40.27,41.12,37.67,55.6,44.38,43.75,42.23,37.69,40.75,42.49,24.02,12.46,20.2,15.89,21.54,34.27,8.59,29.95,32.66,3.71,10.2
"363","2017092408_1438",43,41.48,42.3,40.31,52.73,45.1,45.5,43.41,39.86,42.63,50.76,29.31,18.88,25.46,23.06,25.34,37.19,10.78,33.76,37,9.28,11.69
"364","2017092407_901",46.62,42.53,49.24,42.37,43.16,41.2,41.89,42.82,53.5,43.61,41.44,40.85,27.26,22.59,23.02,43.72,37.27,30.86,20.73,30.25,40.45,32.23
"365","2017092407_567",47.11,41.47,48.6,42.52,43.83,42.07,41.9,43.31,56.11,43.88,41.47,45.19,27.82,22.48,23.17,45.55,39.09,30.6,20.68,32,42.4,34.85
"366","2017092407_4270",48.28,52.32,56.95,42.53,40.68,43.45,43.63,44.19,43.89,43.14,41.25,7.32,36.87,22.62,34.6,23.87,38.41,12.82,11.86,18.05,9.17,27.96
"367","2017092407_3932",72.49,80.01,68.71,77.48,77.55,79.57,80.29,67.91,78.32,79.72,80.33,10.78,25.74,33.87,31.64,8.36,14.07,21.93,21.55,10.83,27.83,20.57
"368","2017092407_37",74.15,58.99,81.39,79.98,78.59,77.27,77.53,76.66,79.09,77.59,70.65,8.48,19.72,26.75,25.4,32.33,22.75,15.09,12.23,17.58,10.2,32.4
"369","2017092407_350",74.2,62.85,83.33,80.86,78.34,80.99,77.52,79.49,79.15,79.97,81.78,9.12,19.64,31.25,26.92,34.68,22.56,15.46,12.74,18.02,11.06,26.85
"370","2017092407_3318",68.17,73.92,66.72,72.94,71.01,72.51,75.45,71.17,62.08,70.34,73,12.31,28.88,33.92,33.97,7.25,17.26,26.04,36.59,24.27,9.66,21.69
"371","2017092407_2399",75.53,62.08,82.64,80.28,79.08,78.11,77.35,79.17,76.27,79.89,69.18,12.38,18.84,28.29,23.44,32.62,26.03,13.35,11.8,18.17,8.71,32.95
"372","2017092407_2242",46.91,42.72,51.72,43.6,44.02,43.03,42.63,44.38,55.69,44.59,41.72,43.76,26.71,21.81,21.99,44.21,37.79,32.08,19.24,30.68,41.27,33.67
"373","2017092407_1859",44.98,57.89,37.5,40.03,39.8,42.97,40.51,39.4,41.22,39.44,45.83,7.93,24.55,27.69,21.91,32.98,24.63,16.2,12.67,19.9,8.34,37.89
"374","2017092407_1653",74.38,78.95,72.95,78.4,78.01,78.61,79.81,78.2,65.11,76.58,79.11,10.02,25.94,31.48,31.17,9.32,15.45,23.02,34.08,22.9,12.27,19.83
"375","2017092407_1563",73.48,79.5,70.78,78.2,77.89,79.29,80.44,77.49,66.03,76.63,82.43,11.94,27.79,30.96,33.01,10.02,15.74,24.07,35.54,24.2,12.83,20.71
"376","2017092407_1266",44.99,57.44,38.63,40.67,41.51,42.37,40.71,40.39,41.56,40.3,45.58,6.99,23.84,31.2,27.26,33.32,23.63,14.57,11.61,19.06,8.44,25.74
"377","2017092406_422",72.37,73.78,66.07,80.72,78.55,78.58,76.16,77.53,76.18,79.32,77.89,11,42.76,24.2,32.36,21.38,26.98,22.19,37.28,14.97,39.75,12.07
"378","2017092406_2210",62.63,47.47,43.9,44.57,42.16,40.83,41.82,43.77,44.45,42.29,38.57,36.41,15.72,29.24,34.32,47.73,38.76,45.25,22.03,25.19,41.87,35.98
"379","2017092406_1987",58.88,47.22,43.39,43.02,41.33,39.88,41.53,42.22,45.56,42.22,40.16,23.11,35.46,23.18,9.61,24.9,5.23,10.36,29.98,29.81,14.82,19.19
"380","2017092406_1165",61.42,78.95,83.81,82.34,88.06,90.81,87.17,85.3,83.27,87.22,87.39,13.07,32.83,22.85,14.86,5.3,12.8,6.87,28.69,25.56,9.54,16.58
"381","2017092405_896",74.36,75.4,76.65,77.14,74.42,78.51,74.64,73.9,76.9,59.8,78.86,19.32,44.08,20.4,29.9,14.76,15.88,40.04,36.16,32.46,27.06,26.17
"382","2017092405_4303",75.08,71.86,66.39,67.58,67.37,70.32,66.67,67.72,70.53,74.87,72.74,17.66,34.39,28.78,23.41,30.4,22.53,24.88,32.68,38.31,13.53,26.44
"383","2017092405_3849",73.22,65.27,62.9,71.1,64.41,73.11,78.12,64.31,64.29,72.46,73.6,38.45,46.46,44.39,10.81,44.96,15.02,23.41,50.62,52.23,24.57,28.16
"384","2017092405_35",79.28,81.39,83.61,83.29,80.09,85.17,77.21,80.69,83.7,62.35,86.9,21.69,42.65,21.36,30.14,14.93,16.05,41.18,35.59,32.27,27.58,24.08
"385","2017092405_3420",77.08,80.6,79.27,81.1,76.06,79.08,78.73,80.27,80.02,63.05,81.91,18.77,43.51,19.6,28.48,42.04,12.41,13.44,36.69,32.32,26.15,24.76
"386","2017092405_2234",80.05,82.53,78.59,79.73,78.3,79.22,78.31,82.57,65.59,81.2,82.46,22.58,13.25,29.91,9.76,24.39,42.47,18.74,36.75,27.28,37.98,38.63
"387","2017092405_1847",45.33,43.99,41.86,40.37,43.2,43.55,44.91,45.06,43.51,61.63,40.49,33.36,7.89,32.64,23.55,38.27,39.36,9.51,16.34,19.5,25.44,27.39
"388","2017092405_1252",42.35,40.91,39.65,38.14,40.93,38.37,43.76,42.04,40.16,62.25,36.27,33.34,10.35,31.2,23.64,37.2,37.47,10.72,16.41,19.71,23.19,29.23
"389","2017092405_1054",79.05,82.31,79.54,80,76.16,78.77,78.9,82.52,65.67,82.34,83.08,22.67,14.49,29.01,10.1,30.06,43.79,19.11,34.69,28.56,36.76,39.57
"390","2017092404_984",64.08,75.99,66,70.8,72.56,77.61,77.56,74.02,78.89,75.45,76.87,22.58,12.93,43.73,7.79,36.02,20.77,24.32,30.55,17.13,7.99,39.26
"391","2017092404_419",53.73,42.96,53.49,48.34,46.24,41.14,40.3,44.97,39.44,44.49,43.92,35.04,41.36,12.05,44.93,17.52,33.7,29.73,26.5,36.03,45.28,14.46
"392","2017092404_36",73.14,73.64,61.06,74.13,69.66,73.73,76.06,75.73,79.51,76.31,74.54,29.37,38.88,27.82,36.49,12.6,42.43,17.07,31.92,22.18,20.58,14.58
"393","2017092404_3208",74.77,78.01,62.24,77.56,75.85,75.19,69.77,74.99,78.12,78.37,75.59,30.81,40.3,30.46,36.52,17.89,14.65,42.04,19.33,24.67,33.86,21.12
"394","2017092404_3017",59.82,43.77,59.32,52.58,47.77,42.99,42.81,45.38,40.58,42.28,43.19,31.15,39.01,8.59,44.22,17.94,31.81,27.28,20.95,34.76,43.27,15.98
"395","2017092404_2878",49.36,44.54,61.45,45.55,46.01,45.67,53.04,47.56,44.67,43.4,46.4,25.8,15.44,26.59,19.21,40.21,41.65,11.8,37.48,23.63,31.1,34.4
"396","2017092404_2612",45.11,40.64,42.08,59.52,41.64,43.55,49.93,42.57,41.49,39.27,43.23,24.17,15.43,42.29,25.97,18.71,37.48,14.89,33.79,21.14,28.76,31.31
"397","2017092404_2304",61.9,74.65,64.61,66.43,71.93,75.5,76.99,73.56,77.33,75.23,76.02,23.81,13.56,47.29,8.84,37.24,21.34,26.25,33.7,18.25,9.39,41.41
"398","2017092404_1937",59.73,74.15,63.45,66.88,71.06,75.64,76.28,72.45,76.86,74.07,74.11,27.05,13.88,46.13,8.6,36.5,22.86,26.71,34.39,19.74,9.96,40.38
"399","2017092404_1725",44.7,40.87,58.96,43.23,44.2,41.25,51.17,41.96,40.67,41.1,44.86,24,15.08,24.53,18.38,37.08,38.99,14.01,34.4,28.87,20.72,33.19
"400","2017092404_1668",48.24,46.07,61.35,48.22,47.21,47.11,52.68,45.77,45.88,44.15,46.79,25.25,14.83,25.06,17.58,38.57,41.44,11.88,36.58,20.49,30.47,34.15
"401","2017092404_1421",62.87,75.65,65.95,69.07,73.81,77.45,77.83,75.15,78.53,75.05,78.06,23.61,14.99,45.87,9.29,35.93,21.21,26.38,31.64,17.71,8.61,39.93
"402","2017092404_1141",45.38,42.33,60.64,43.3,44.18,44.93,47.57,43.06,43.9,43.66,40.32,20.31,15.12,19.47,28.71,16.68,34.55,37.57,10.78,31.75,19.08,26.31
"403","2017092403_44",46.55,48.52,63.03,47.44,54.38,46.34,48.09,48.98,45.86,47.04,56.42,31.79,21.79,28.75,27.67,38.88,15.12,38.04,40.47,25.29,44.23,32.87
"404","2017092403_4209",43.52,50.99,45.29,42.85,45.46,44.03,56.6,45.01,41.95,43.89,48.58,45.87,17.62,14.62,26.85,32.11,23.47,31.74,36.38,38.26,34.36,45.41
"405","2017092403_392",44.32,44.65,62.46,42.23,50.84,40.87,44.95,45.19,42.45,44.81,46.43,23.92,12.37,22.38,18.52,26.71,8.77,28.03,31.8,15.9,35.24,15.11
"406","2017092403_3509",77.15,69.99,75.19,76.85,76.04,75.27,60.45,73.56,76.53,73.6,70.65,13.26,47.94,47.67,38.75,33.58,42.44,32.89,26.26,21.14,29.13,12.97
"407","2017092403_2164",40.59,48.96,43.64,41.42,44.74,43.16,56.17,42.91,41.05,43.55,45.69,42.18,14.02,11.99,22.6,27.22,18.33,29.18,33.94,36.54,31.47,44
"408","2017092403_1827",71.98,68.59,56.59,70.56,64.41,71.59,69.51,68.94,70.14,70.28,66.17,22.63,36.78,26.42,31.98,19.28,43.06,19.29,14.64,26.05,10.44,34.15
"409","2017092403_1535",43.27,47.92,44.63,43.19,45.25,44.32,55.51,45.04,43.41,44.64,48.68,40.15,8.53,9.67,16.41,22.04,13.87,28.46,26.74,32.43,25.07,40.66
"410","2017092402_729",44.01,41.31,38.61,43.56,41.45,56.29,43.3,42.48,38.71,37.48,42.64,28.32,40.23,39.81,41.85,18.6,35.57,45.7,15.36,45.5,28.65,25.24
"411","2017092402_3217",78.1,76.99,80.3,75.42,79.82,68.23,71.9,78.77,78.22,80.69,79.56,33.42,27.17,30.17,23.45,44.16,30.21,19.14,41.54,19.23,34.45,38.82
"412","2017092402_2784",76.41,76.46,78.98,75.07,78.61,63.3,70.84,80.83,79.22,78.04,77.88,34.57,26.82,31.44,23.38,44.28,28.71,18.84,46.28,17.56,37.41,40.36
"413","2017092402_2442",65.16,86.49,82.91,82.92,84.89,79.27,75.27,86.03,82.89,82.21,81.99,30.58,37.15,26.18,36.46,43.41,33.11,46.7,40.31,18.02,30.37,48.34
"414","2017092402_1927",42.17,41.81,39.49,42.49,42.33,59.61,44.11,45.15,38.29,39,41.81,29.9,34.62,37.28,39.06,20.13,36.46,43.9,16.82,43.78,24.57,24.1
"415","2017092402_1695",65.81,82.89,79.53,80.75,80.23,73.71,71.69,80.57,81.96,78.38,78.38,29.83,31.3,23.19,29.22,40.36,26.66,43.02,34.99,14.49,26.34,45.88
"416","2017092402_1288",72.67,72.28,75.13,68.85,73.92,61.54,68.95,75.88,75,75.36,73.57,33.5,24.63,28.69,21.5,43.09,24.37,14.3,45.35,14.54,36.36,39.03
"417","2017092401_4342",51.37,51.67,50.97,48.68,65.79,50.04,50.17,55.85,52.07,50.21,52.65,44.42,46.56,14.03,30.54,30.82,32.92,35.77,11.73,25.65,40.3,18.23
"418","2017092401_3646",44.17,45.64,42.27,41.4,46.4,63.1,42.34,43.62,45.77,44.95,43.25,38.22,40.48,10.87,16.97,19.91,24.69,25.09,27.75,9.51,21.71,32.86
